INSPECTION_TYPE,BORO_CODE,STREET_NAME,ZIP_CODE,LATITUDE,LONGITUDE,BOROUGH,INSPECTION_DATE,RESULT
Compliance,1,EAST 118 STREET,10035,40.79628851,-73.9320315,Manhattan,2023-10-16 15:19:00,Rat Activity
Initial,2,LURTING AVENUE,10461,40.8483595,-73.85322456,Bronx,2023-01-17 09:05:00,Passed
Initial,3,VERNON AVENUE,11206,40.69543768,-73.94196884,Brooklyn,2023-10-17 13:06:00,Rat Activity
Initial,3,TROUTMAN STREET,11206,40.69933129,-73.92995245,Brooklyn,2023-12-08 16:24:00,Passed
Initial,1,WEST 154 STREET,10032,40.83033713,-73.94214343,Manhattan,2023-08-16 15:48:00,Passed
Initial,1,EAST 14 STREET,10009,40.72982318,-73.97894686,Manhattan,2023-04-11 14:15:00,Passed
Compliance,3,Gates avenue,11216,40.68680435,-73.94549559,Brooklyn,2023-12-01 08:46:00,Rat Activity
Initial,2,SHAKESPEARE AVENUE,10452,40.84374285,-73.91997256,Bronx,2023-04-10 15:46:00,Passed
Initial,1,WEST 101 STREET,10025,40.79519935,-73.96321548,Manhattan,2023-08-23 17:05:00,Passed
Initial,1,WEST 127 STREET,10027,40.8096491,-73.94592924,Manhattan,2023-01-09 09:54:00,Failed for Other R
Initial,2,GERARD AVENUE,10452,40.83212316,-73.9222126,Bronx,2023-09-12 11:12:00,Passed
Initial,1,AVENUE B,10009,40.72732281,-73.97958265,Manhattan,2023-08-11 15:50:00,Passed
Initial,1,LEXINGTON AVENUE,10029,40.78988787,-73.94800382,Manhattan,2023-10-13 11:39:00,Passed
Initial,1,WEST 74 STREET,10023,40.7807281,-73.98256682,Manhattan,2023-09-25 16:27:00,Passed
Initial,4,14 STREET,11102,40.77532712,-73.92798749,Queens,2023-08-25 11:59:00,Rat Activity
Initial,1,WEST 119 STREET,10026,40.80430654,-73.94913395,Manhattan,2023-10-10 10:48:00,Passed
Compliance,3,JEFFERSON STREET,11237,40.7045768,-73.92597953,Brooklyn,2023-12-19 10:12:00,Passed
Initial,2,HULL AVENUE,10467,40.87282175,-73.87768959,Bronx,2023-08-21 14:27:00,Passed
Initial,2,ANDERSON AVENUE,10452,40.83572032,-73.92453931,Bronx,2023-09-05 16:00:00,Rat Activity
Initial,1,WEST 116 STREET,10026,40.80239684,-73.95060551,Manhattan,2023-09-11 15:19:00,Rat Activity
Initial,3,BUSHWICK AVENUE,11206,40.69805442,-73.93363588,Brooklyn,2023-11-17 10:14:00,Rat Activity
Compliance,3,Rockaway Ave,11233,40.67514493,-73.91102948,Brooklyn,2023-09-08 15:35:00,Failed for Other R
Initial,2,ST ANNS AVENUE,10455,40.81805652,-73.91108336,Bronx,2023-08-30 11:00:00,Rat Activity
Initial,2,MORRIS AVENUE,10457,40.84409183,-73.9094256,Bronx,2023-08-10 14:00:00,Passed
Compliance,3,UNION STREET,11225,40.66884126,-73.9486645,Brooklyn,2023-02-10 12:50:00,Rat Activity
Initial,3,TOMPKINS AVENUE,11216,40.68055347,-73.94336993,Brooklyn,2023-12-14 14:27:00,Passed
Initial,1,WEST 13 STREET,10011,40.73702187,-73.99821742,Manhattan,2023-03-22 13:32:00,Passed
Initial,2,HONE AVENUE,10461,40.85145721,-73.85670951,Bronx,2023-02-01 09:20:00,Passed
Compliance,1,WEST  141 STREET,10030,40.81811019,-73.93857373,Manhattan,2023-09-27 11:22:00,Rat Activity
Initial,3,GRAND AVENUE,11238,40.68354194,-73.96185312,Brooklyn,2023-12-21 11:55:00,Passed
Compliance,2,WASHINGTON AVENUE,10457,40.85273357,-73.89485348,Bronx,2023-01-06 10:07:00,Passed
Initial,3,HART STREET,11206,40.69308618,-73.9493814,Brooklyn,2023-08-04 09:30:00,Passed
Initial,1,WEST 138 STREET,10030,40.81747563,-73.94288084,Manhattan,2023-09-05 16:21:00,Passed
Initial,3,LEXINGTON AVENUE,11221,40.68986849,-73.9319024,Brooklyn,2023-08-09 14:10:00,Rat Activity
Initial,4,21 STREET,11102,40.76815306,-73.92917941,Queens,2023-10-23 08:20:00,Rat Activity
Initial,2,EAST 184 STREET,10458,40.85846619,-73.89663385,Bronx,2023-05-08 10:36:00,Passed
Initial,1,MOTT STREET,10013,40.71606558,-73.99823241,Manhattan,2023-12-05 15:38:00,Rat Activity
Initial,1,RIDGE STREET,10002,40.72023083,-73.98255024,Manhattan,2023-09-13 16:15:00,Passed
Initial,1,ST NICHOLAS AVENUE,10031,40.824909,-73.94410294,Manhattan,2023-11-16 15:03:00,Passed
Initial,1,6th Avenue,10036,40.75699693,-73.98252614,Manhattan,2023-09-27 11:57:00,Rat Activity
Initial,1,WEST 121 STREET,10027,40.80701119,-73.9516099,Manhattan,2023-05-04 14:15:00,Passed
Initial,1,WEST 90 STREET,10024,40.78870161,-73.96945577,Manhattan,2023-08-02 15:59:00,Rat Activity
Compliance,1,WEST 149 STREET,10031,40.82813251,-73.94658626,Manhattan,2023-05-02 11:20:00,Passed
Initial,3,SUYDAM STREET,11237,40.70124647,-73.92456227,Brooklyn,2023-04-28 12:36:00,Rat Activity
Initial,1,EAST 52 STREET,10022,40.75590937,-73.96711748,Manhattan,2023-10-27 12:20:00,Passed
Initial,2,FINDLAY AVENUE,10456,40.83399292,-73.91163657,Bronx,2023-03-02 12:30:00,Passed
Initial,1,WEST 141 STREET,10031,40.82341085,-73.95117519,Manhattan,2023-04-21 08:31:00,Passed
Compliance,2,SHAKESPEARE AVENUE,10452,40.83802778,-73.92323204,Bronx,2023-08-01 12:10:00,Rat Activity
Initial,3,OCEAN AVENUE,11230,40.61268526,-73.95394116,Brooklyn,2023-11-30 14:35:00,Rat Activity
Initial,2,EAST BURNSIDE AVENUE,10457,40.85201343,-73.90305646,Bronx,2023-07-12 11:01:00,Passed
Initial,2,BRYANT AVENUE,10474,40.8113139,-73.88467407,Bronx,2023-10-04 12:30:00,Passed
Initial,1,EAST 11 STREET,10009,40.7270701,-73.97851839,Manhattan,2023-02-09 13:00:00,Passed
Initial,2,WEST 184 STREET,10468,40.86100026,-73.90373743,Bronx,2023-11-13 13:56:00,Passed
Initial,3,BEDFORD AVENUE,11216,40.67967408,-73.95316643,Brooklyn,2023-08-09 13:03:00,Rat Activity
Initial,1,WEST 111 STREET,10025,40.80402131,-73.96430145,Manhattan,2023-08-16 08:14:00,Passed
Initial,3,Pine St,11208,40.66912417,-73.86939145,Brooklyn,2023-08-04 10:50:00,Failed for Other R
Initial,2,CYRUS PLACE,10458,40.85868965,-73.89190495,Bronx,2023-09-18 10:29:00,Passed
Initial,3,HART STREET,11221,40.69688255,-73.92929868,Brooklyn,2023-10-04 14:10:00,Rat Activity
Initial,2,EVERGREEN AVENUE,10472,40.82972502,-73.88136457,Bronx,2023-03-21 09:12:00,Passed
Initial,1,AMSTERDAM AVENUE,10025,40.79758042,-73.96780111,Manhattan,2023-09-05 12:25:00,Rat Activity
Initial,1,MANHATTAN AVENUE,10026,40.80395865,-73.95759379,Manhattan,2023-09-13 10:04:00,Rat Activity
Compliance,2,LYDIG AVENUE,10462,40.85441563,-73.86313396,Bronx,2023-05-08 15:05:00,Passed
Initial,3,SUYDAM STREET,11237,40.70424729,-73.92164466,Brooklyn,2023-02-27 16:20:00,Passed
Initial,3,MELROSE STREET,11206,40.69780851,-73.93559797,Brooklyn,2023-08-10 10:31:00,Passed
Initial,2,CLAY AVENUE,10457,40.84375333,-73.90491905,Bronx,2023-08-04 13:00:00,Passed
Compliance,4,43 STREET,11377,40.74037974,-73.92211082,Queens,2023-05-30 11:46:00,Rat Activity
Initial,3,BLEECKER STREET,11237,40.70054326,-73.91588225,Brooklyn,2023-10-06 13:55:00,Rat Activity
Initial,1,WEST 12 STREET,10011,40.73511694,-73.99566996,Manhattan,2023-05-02 15:50:00,Passed
Compliance,1,ST NICHOLAS AVENUE,10027,40.80708856,-73.95286692,Manhattan,2023-09-21 15:20:00,Rat Activity
Initial,3,ATLANTIC AVENUE,11238,40.68034119,-73.96083463,Brooklyn,2023-05-18 15:06:00,Passed
Initial,3,ECKFORD STREET,11222,40.72311902,-73.94840967,Brooklyn,2023-03-20 10:05:00,Passed
Compliance,3,GROVE STREET,11237,40.69863257,-73.91544108,Brooklyn,2023-08-23 16:16:00,Rat Activity
Compliance,3,BUSHWICK AVENUE,11221,40.69621617,-73.93027308,Brooklyn,2023-10-26 16:10:00,Passed
Initial,2,ROSEDALE AVENUE,10472,40.83298118,-73.86953111,Bronx,2023-10-06 11:15:00,Rat Activity
Compliance,3,WILLOUGHBY AVENUE,11237,40.7017739,-73.92522167,Brooklyn,2023-12-28 16:10:00,Passed
Initial,3,DEKALB AVENUE,11221,40.69719625,-73.92619692,Brooklyn,2023-07-05 10:50:00,Passed
Initial,3,5 AVENUE,11217,40.68025241,-73.97784129,Brooklyn,2023-11-15 11:15:00,Rat Activity
Initial,1,WEST 152 STREET,10031,40.83042419,-73.94620861,Manhattan,2023-07-25 12:06:00,Passed
Initial,3,PIERREPONT STREET,11201,40.69517767,-73.99292825,Brooklyn,2023-11-16 15:40:00,Passed
Initial,2,EAST 152 STREET,10455,40.81555734,-73.90580487,Bronx,2023-09-20 15:40:00,Passed
Initial,1,DYCKMAN STREET,10040,40.8632371,-73.9257878,Manhattan,2023-08-23 12:20:00,Failed for Other R
Initial,3,COURT STREET,11231,40.67604132,-73.99892566,Brooklyn,2023-11-21 15:25:00,Passed
Initial,3,WEST   31 STREET,11224,40.57504151,-73.99745502,Brooklyn,2023-10-04 13:55:00,Passed
Initial,2,BELMONT AVENUE,10457,40.8526302,-73.88714334,Bronx,2023-09-19 11:45:00,Passed
Initial,4,MADISON STREET,11385,40.70330682,-73.90481358,Queens,2023-08-24 15:25:00,Rat Activity
Initial,1,EAST 81 STREET,10028,40.77223928,-73.94840758,Manhattan,2023-10-24 15:58:00,Passed
Initial,1,WEST 65 STREET,10023,40.77200206,-73.97975664,Manhattan,2023-07-17 14:49:00,Passed
Initial,1,WEST 72 STREET,10023,40.77808455,-73.98037943,Manhattan,2023-10-06 11:09:00,Passed
Initial,1,EAST   14 STREET,10003,40.73185783,-73.98376315,Manhattan,2023-05-23 14:56:00,Rat Activity
Initial,1,MADISON AVENUE,10035,40.80845149,-73.9386766,Manhattan,2023-09-13 15:07:00,Passed
Initial,2,EASTCHESTER ROAD,10469,40.86130421,-73.8432395,Bronx,2023-03-21 10:30:00,Passed
Initial,1,WEST 117 STREET,10026,40.80283826,-73.94950712,Manhattan,2023-12-06 16:24:00,Passed
Initial,3,QUINCY STREET,11221,40.68912999,-73.93164354,Brooklyn,2023-12-01 12:42:00,Passed
Initial,3,STANHOPE STREET,11221,40.6948522,-73.9261815,Brooklyn,2023-09-12 12:50:00,Passed
Initial,3,NORTH    1 STREET,11249,40.71538406,-73.96191779,Brooklyn,2023-08-09 13:35:00,Rat Activity
Initial,4,23 STREET,11102,40.77276074,-73.92369388,Queens,2023-02-03 09:31:00,Rat Activity
Compliance,1,WEST 80 STREET,10024,40.7840348,-73.97830494,Manhattan,2023-06-01 14:51:00,Passed
Initial,1,AMSTERDAM AVENUE,10025,40.79936963,-73.96649636,Manhattan,2023-09-13 09:01:00,Passed
Initial,3,BEDFORD AVENUE,11211,40.71350115,-73.96191887,Brooklyn,2023-12-11 13:45:00,Passed
Initial,1,SYLVAN COURT,10035,40.80158958,-73.93859626,Manhattan,2023-12-15 15:23:00,Passed
Initial,1,WEST   70 STREET,10023,40.77652833,-73.98073734,Manhattan,2023-01-27 11:06:00,Rat Activity
Initial,1,EAST 46 STREET,10017,40.75372621,-73.97359017,Manhattan,2023-11-21 13:23:00,Rat Activity
Initial,3,HART STREET,11221,40.69570614,-73.93109223,Brooklyn,2023-11-14 09:52:00,Passed
Initial,3,LEXINGTON AVENUE,11216,40.68781358,-73.94962701,Brooklyn,2023-05-01 13:48:00,Passed
Initial,1,EAST 116 STREET,10029,40.79646676,-73.93653511,Manhattan,2023-08-09 12:50:00,Passed
Compliance,1,5 AVENUE,10016,40.74723422,-73.98541954,Manhattan,2023-05-09 08:42:00,Rat Activity
Initial,3,RUTLEDGE STREET,11249,40.69974117,-73.9606068,Brooklyn,2023-09-25 10:40:00,Rat Activity
Initial,1,WEST 143 STREET,10030,40.81991646,-73.93900562,Manhattan,2023-09-07 10:50:00,Passed
Compliance,3,PACIFIC STREET,11216,40.67773539,-73.95107675,Brooklyn,2023-05-26 15:05:00,Passed
Initial,1,WEST 71 STREET,10023,40.77704423,-73.980062,Manhattan,2023-10-06 16:21:00,Rat Activity
Initial,2,TELLER AVENUE,10456,40.82776457,-73.91456451,Bronx,2023-02-08 15:11:00,Passed
Initial,3,LEFFERTS PLACE,11238,40.68040278,-73.95655859,Brooklyn,2023-10-06 15:46:00,Passed
Initial,4,EVERDELL AVENUE,11691,40.60084586,-73.75082996,Queens,2023-08-11 09:20:00,Passed
Compliance,1,EAST 86 STREET,10028,40.77838674,-73.9529487,Manhattan,2023-12-06 12:48:00,Passed
Initial,3,KOSCIUSZKO STREET,11221,40.69205719,-73.93875161,Brooklyn,2023-10-10 11:08:00,Passed
Compliance,3,BEDFORD AVENUE,11216,40.68768672,-73.95478339,Brooklyn,2023-05-19 16:13:00,Rat Activity
Initial,2,EASTCHESTER ROAD,10469,40.85882822,-73.8430646,Bronx,2023-02-15 10:15:00,Passed
Initial,2,BOUCK AVENUE,10469,40.86828207,-73.84997336,Bronx,2023-03-22 16:08:00,Passed
Compliance,4,36 AVENUE,11101,40.75351419,-73.92323596,Queens,2023-09-15 08:55:00,Failed for Other R
Initial,1,EAST 105 STREET,10029,40.79121536,-73.94592261,Manhattan,2023-11-15 14:30:00,Rat Activity
Initial,3,PARK PLACE,11216,40.6733427,-73.94868265,Brooklyn,2023-12-05 14:29:00,Passed
Initial,3,GROVE STREET,11237,40.70033583,-73.91376551,Brooklyn,2023-07-07 11:08:00,Passed
Compliance,2,ELLIOT PLACE,10452,40.83863455,-73.91565276,Bronx,2023-09-21 12:55:00,Passed
Initial,3,CENTRAL AVENUE,11221,40.70017601,-73.9288624,Brooklyn,2023-06-02 08:07:00,Passed
Initial,2,MORRIS AVENUE,10453,40.85736509,-73.90238346,Bronx,2023-01-11 16:23:00,Passed
Initial,4,STEINWAY STREET,11103,40.76520299,-73.91390863,Queens,2023-08-01 12:42:00,Passed
Initial,1,AMSTERDAM AVENUE,10025,40.80507467,-73.96233947,Manhattan,2023-10-20 11:44:00,Rat Activity
Compliance,2,LORILLARD PLACE,10458,40.855312,-73.89018253,Bronx,2023-09-25 15:05:00,Rat Activity
Initial,4,92 STREET,11369,40.76136506,-73.87693485,Queens,2023-11-01 12:09:00,Passed
Initial,2,EAST GUN HILL ROAD,10467,40.88247279,-73.88085781,Bronx,2023-08-16 14:25:00,Passed
Initial,2,CORLEAR AVENUE,10463,40.88334015,-73.9043957,Bronx,2023-10-24 15:38:00,Passed
Initial,1,STANTON STREET,10002,40.72252925,-73.99214607,Manhattan,2023-10-11 14:25:00,Passed
Initial,1,EAST 89 STREET,10128,40.78116467,-73.95354613,Manhattan,2023-10-03 13:54:00,Passed
Initial,1,WEST 164 STREET,10032,40.83697186,-73.93821654,Manhattan,2023-12-22 11:50:00,Rat Activity
Initial,1,THIRD AVENUE,10017,40.7524306,-73.9732442,Manhattan,2023-07-20 15:47:00,Passed
Compliance,1,ORCHARD STREET,10002,40.71997639,-73.9892892,Manhattan,2023-11-20 10:15:00,Passed
Initial,1,EAST 92 STREET,10128,40.78298107,-73.95201381,Manhattan,2023-10-04 15:42:00,Passed
Initial,1,WEST   42 STREET,10036,40.76018488,-73.99678734,Manhattan,2023-11-01 09:15:00,Rat Activity
Initial,1,CHERRY STREET,10002,40.71105603,-73.99088496,Manhattan,2023-09-21 12:02:00,Passed
Initial,1,EDGECOMBE AVENUE,10031,40.82762746,-73.94095699,Manhattan,2023-08-21 09:42:00,Passed
Initial,3,HART STREET,11221,40.69834131,-73.92696381,Brooklyn,2023-07-20 11:47:00,Passed
Initial,4,REEDER STREET,11373,40.73804423,-73.87826994,Queens,2023-09-27 11:59:00,Rat Activity
Initial,1,WEST 151 STREET,10031,40.82939744,-73.94576137,Manhattan,2023-01-30 08:10:00,Rat Activity
Initial,1,MOTT STREET,10013,40.71960628,-73.99624457,Manhattan,2023-06-02 15:26:00,Passed
Initial,3,WARREN STREET,11201,40.68692971,-73.99436421,Brooklyn,2023-03-10 13:28:00,Passed
Initial,1,WEST 85 STREET,10024,40.78867639,-73.97947709,Manhattan,2023-03-31 10:47:00,Passed
Initial,2,EAST 185 STREET,10458,40.85674738,-73.89297454,Bronx,2023-12-28 13:50:00,Passed
Initial,3,FRANKLIN STREET,11222,40.73246338,-73.9580075,Brooklyn,2023-04-11 10:00:00,Passed
Initial,2,BARRETTO STREET,10474,40.81259983,-73.88886966,Bronx,2023-09-28 11:20:00,Passed
Initial,4,STEINWAY STREET,11103,40.76750717,-73.91203559,Queens,2023-07-31 12:18:00,Passed
Initial,2,NARRAGANSETT AVENUE,10461,40.85576767,-73.85119463,Bronx,2023-01-27 15:23:00,Passed
Compliance,1,MULBERRY STREET,10012,40.72059716,-73.99678565,Manhattan,2023-03-13 10:00:00,Rat Activity
Initial,1,HORATIO STREET,10014,40.73875652,-74.00350753,Manhattan,2023-03-22 12:35:00,Passed
Initial,1,WEST 90 STREET,10024,40.78820175,-73.96830762,Manhattan,2023-08-04 14:14:00,Passed
Initial,2,WASHINGTON AVENUE,10457,40.84990793,-73.89643394,Bronx,2023-12-11 10:43:00,Passed
Initial,3,STANHOPE STREET,11221,40.69471231,-73.92631869,Brooklyn,2023-09-12 13:14:00,Passed
Initial,1,EAST   90 STREET,10128,40.7802297,-73.94938351,Manhattan,2023-02-28 10:10:00,Rat Activity
Compliance,3,MELROSE STREET,11206,40.701626,-73.93007265,Brooklyn,2023-10-03 16:02:00,Rat Activity
Initial,2,JEROME AVENUE,10468,40.86101825,-73.90228408,Bronx,2023-11-13 09:50:00,Passed
Compliance,2,WALTON AVENUE,10452,40.83472616,-73.91965821,Bronx,2023-08-01 14:00:00,Passed
Initial,1,BROADWAY,10031,40.81945195,-73.9555281,Manhattan,2023-05-15 16:19:00,Passed
Initial,2,EAST 165 STREET,10456,40.82834572,-73.9135809,Bronx,2023-12-13 11:10:00,Rat Activity
Initial,3,PACIFIC STREET,11216,40.677683,-73.95051437,Brooklyn,2023-07-05 10:47:00,Rat Activity
Initial,1,CHURCH STREET,10013,40.71786054,-74.00562037,Manhattan,2023-01-24 14:19:00,Failed for Other R
Initial,3,BERGEN STREET,11216,40.67666931,-73.95506848,Brooklyn,2023-06-02 15:55:00,Rat Activity
Initial,3,NEW YORK AVENUE,11216,40.67793942,-73.9469666,Brooklyn,2023-02-24 13:15:00,Failed for Other R
Compliance,2,EAST 146 STREET,10455,40.81451418,-73.9200801,Bronx,2023-07-28 10:37:00,Rat Activity
Compliance,3,LAFAYETTE AVENUE,11221,40.69161931,-73.93606194,Brooklyn,2023-08-11 13:31:00,Passed
Initial,4,38 AVENUE,11377,40.74699331,-73.89619755,Queens,2023-03-02 14:25:00,Passed
Initial,3,GRAHAM AVENUE,11222,40.72187782,-73.94714796,Brooklyn,2023-02-06 10:30:00,Passed
Initial,1,SHERMAN AVENUE,10034,40.86387624,-73.92519777,Manhattan,2023-08-25 09:09:00,Passed
Initial,1,EAST 132 STREET,10037,40.80998764,-73.93700262,Manhattan,2023-09-15 14:00:00,Passed
Initial,3,FLUSHING AVENUE,11237,40.70505557,-73.92782925,Brooklyn,2023-11-08 14:12:00,Passed
Initial,2,CEDAR AVENUE,10453,40.85297883,-73.91990718,Bronx,2023-04-25 09:00:00,Passed
Initial,2,TOMLINSON AVENUE,10461,40.85246415,-73.85422037,Bronx,2023-01-31 10:05:00,Passed
Initial,2,DOROTHEA PLACE,10458,40.86278205,-73.89190912,Bronx,2023-10-20 11:36:00,Passed
Initial,2,JENNINGS STREET,10459,40.83242314,-73.8925585,Bronx,2023-06-28 14:40:00,Rat Activity
Compliance,3,JEFFERSON AVENUE,11221,40.6847033,-73.93756133,Brooklyn,2023-08-11 13:55:00,Rat Activity
Initial,1,WEST 171 STREET,10032,40.84349148,-73.93985496,Manhattan,2023-07-31 16:17:00,Passed
Initial,1,ST NICHOLAS AVENUE,10032,40.84261251,-73.93861246,Manhattan,2023-12-14 12:44:00,Passed
Compliance,3,BEDFORD AVENUE,11205,40.69192223,-73.95560268,Brooklyn,2023-12-12 15:28:00,Passed
Initial,4,SHORE FRONT PARKWAY,11692,40.59206089,-73.78671784,Queens,2023-01-10 09:30:00,Passed
Initial,1,ADAM C POWELL BLVD,10026,40.80034268,-73.95463433,Manhattan,2023-10-05 12:33:00,Passed
Initial,2,CLAY AVENUE,10456,40.83311896,-73.91017779,Bronx,2023-02-02 15:42:00,Passed
Initial,2,DAVIDSON AVENUE,10453,40.84717484,-73.91385996,Bronx,2023-09-12 10:10:00,Passed
Initial,2,EAST 158 STREET,10451,40.82358734,-73.9187106,Bronx,2023-11-17 11:22:00,Passed
Initial,3,KOSCIUSZKO STREET,11205,40.69022561,-73.95470233,Brooklyn,2023-11-28 11:17:00,Rat Activity
Initial,2,3 AVENUE,10458,40.85565833,-73.89069889,Bronx,2023-08-21 11:13:00,Rat Activity
Initial,2,WILLIS AVENUE,10454,40.80822007,-73.92351219,Bronx,2023-05-23 09:00:00,Passed
Initial,1,WEST 87 STREET,10024,40.78613247,-73.96926195,Manhattan,2023-08-01 16:09:00,Failed for Other R
Compliance,1,9 AVENUE,10036,40.76128793,-73.99052791,Manhattan,2023-09-18 14:00:00,Rat Activity
Initial,3,EAST   21 STREET,11210,40.63576744,-73.95725071,Brooklyn,2023-12-27 11:35:00,Passed
Initial,4,IRWIN PLACE,11434,40.68392677,-73.76858238,Queens,2023-05-08 09:30:00,Passed
Compliance,1,EAST   15 STREET,10003,40.73455646,-73.98804197,Manhattan,2023-11-15 09:01:00,Failed for Other R
Initial,3,FLUSHING AVENUE,11237,40.70435129,-73.92963337,Brooklyn,2023-12-01 16:05:00,Rat Activity
Initial,1,WEST 153 STREET,10039,40.82795825,-73.9384273,Manhattan,2023-11-14 16:18:00,Passed
Initial,1,WEST 123 STREET,10027,40.80966636,-73.9540608,Manhattan,2023-11-13 11:22:00,Passed
Initial,2,EAST 184 STREET,10458,40.85613569,-73.8933804,Bronx,2023-12-28 11:27:00,Passed
Initial,1,WEST 143 STREET,10030,40.81998242,-73.93916092,Manhattan,2023-03-09 11:48:00,Passed
Initial,3,STEUBEN STREET,11205,40.69511715,-73.96340074,Brooklyn,2023-01-20 14:00:00,Rat Activity
Initial,1,WEST  142 STREET,10037,40.81752378,-73.93532632,Manhattan,2023-09-01 08:58:00,Passed
Initial,3,UTICA AVENUE,11203,40.65957673,-73.93123061,Brooklyn,2023-12-22 10:45:00,Passed
Initial,1,WEST 137 STREET,10037,40.81435751,-73.93742477,Manhattan,2023-08-09 12:09:00,Rat Activity
Initial,3,LEWIS AVENUE,11221,40.69065068,-73.9365677,Brooklyn,2023-08-10 13:34:00,Passed
Compliance,1,WEST 134 STREET,10030,40.8138743,-73.94242514,Manhattan,2023-07-26 10:37:00,Failed for Other R
Compliance,2,DECATUR AVENUE,10458,40.8637682,-73.88985036,Bronx,2023-01-03 09:26:00,Rat Activity
Initial,2,EAST KINGSBRIDGE RD,10458,40.86488374,-73.89402433,Bronx,2023-05-11 09:56:00,Passed
Initial,3,HART STREET,11221,40.69581038,-73.93099115,Brooklyn,2023-05-09 15:08:00,Passed
Initial,3,STUYVESANT AVENUE,11221,40.68505176,-73.93248785,Brooklyn,2023-10-27 15:20:00,Passed
Initial,1,WEST 75 STREET,10023,40.77962941,-73.97799224,Manhattan,2023-08-31 10:35:00,Passed
Compliance,3,UNION STREET,11231,40.68007295,-73.98987971,Brooklyn,2023-08-15 12:40:00,Rat Activity
Initial,3,PARK PLACE,11238,40.67461767,-73.95895615,Brooklyn,2023-12-05 15:15:00,Passed
Initial,2,EAST 237 STREET,10470,40.89842681,-73.87221277,Bronx,2023-03-29 15:40:00,Passed
Compliance,5,DELAFIELD AVENUE,10310,40.63033631,-74.11924154,Staten Island,2023-08-18 11:00:00,Passed
Initial,2,TIBBETT AVENUE,10463,40.88371139,-73.90524865,Bronx,2023-10-31 15:23:00,Failed for Other R
Initial,3,VAN BUREN STREET,11221,40.69225827,-73.92599687,Brooklyn,2023-06-12 08:54:00,Passed
Initial,3,MADISON STREET,11216,40.6841681,-73.95522927,Brooklyn,2023-10-13 11:54:00,Passed
Compliance,1,W 100 St.,10025,40.79443636,-73.96336759,Manhattan,2023-11-16 13:00:00,Rat Activity
Compliance,1,EAST 91 STREET,10128,40.77992106,-73.94668647,Manhattan,2023-12-14 08:34:00,Rat Activity
Initial,3,ST MARKS AVENUE,11216,40.67529554,-73.95166979,Brooklyn,2023-08-07 09:10:00,Passed
Initial,1,LUDLOW STREET,10002,40.72062129,-73.98808777,Manhattan,2023-09-15 09:08:00,Passed
Initial,1,EAST 7 STREET,10009,40.72479505,-73.9805431,Manhattan,2023-07-11 13:37:00,Passed
Initial,3,MYRTLE AVENUE,11221,40.69815863,-73.92460545,Brooklyn,2023-08-11 13:16:00,Rat Activity
Compliance,2,EAST FORDHAM ROAD,10468,40.86229936,-73.89834152,Bronx,2023-03-16 08:20:00,Passed
Initial,1,1 AVENUE,10075,40.77130822,-73.95344833,Manhattan,2023-01-31 11:55:00,Rat Activity
Compliance,4,36 STREET,11103,40.76428373,-73.91797102,Queens,2023-11-21 10:15:00,Rat Activity
Initial,3,MYRTLE AVENUE,11221,40.69792674,-73.92678755,Brooklyn,2023-11-17 15:49:00,Passed
Initial,2,JESUP AVENUE,10452,40.84433741,-73.91848997,Bronx,2023-04-10 12:02:00,Passed
Initial,3,JEFFERSON STREET,11237,40.70426137,-73.92631531,Brooklyn,2023-03-15 14:40:00,Failed for Other R
Initial,1,3 AVENUE,10035,40.8015066,-73.93742606,Manhattan,2023-12-19 11:17:00,Passed
Initial,1,WEST 106 STREET,10025,40.79965428,-73.9638487,Manhattan,2023-09-06 16:00:00,Passed
Initial,4,10 STREET,11101,40.75683656,-73.94437325,Queens,2023-09-07 13:30:00,Rat Activity
Initial,1,1 AVENUE,10003,40.72909666,-73.984204,Manhattan,2023-05-09 12:55:00,Passed
Initial,3,EAST   15 STREET,11229,40.60987634,-73.95848468,Brooklyn,2023-11-28 12:30:00,Passed
Initial,1,EAST 51 STREET,10022,40.75505846,-73.96700239,Manhattan,2023-10-27 15:31:00,Passed
Compliance,1,3 AVENUE,10035,40.80161635,-73.93734649,Manhattan,2023-09-26 13:25:00,Rat Activity
Initial,2,EAST 183 STREET,10453,40.85794345,-73.901468,Bronx,2023-08-09 09:57:00,Passed
Initial,3,WILLOUGHBY AVENUE,11206,40.69466384,-73.94232653,Brooklyn,2023-02-28 12:40:00,Passed
Initial,2,MORRIS AVENUE,10456,40.83651302,-73.91219336,Bronx,2023-01-09 09:50:00,Passed
Compliance,2,CROSS BRONX EXPRESSWAY SR SOUTH,10465,40.82325847,-73.82191059,Bronx,2023-10-18 16:05:00,Failed for Other R
Initial,1,AUDUBON AVENUE,10033,40.85120166,-73.93051845,Manhattan,2023-12-20 12:29:00,Passed
Initial,1,CLINTON STREET,10002,40.71933363,-73.98494947,Manhattan,2023-12-08 13:14:00,Passed
Initial,2,OGDEN AVENUE,10452,40.83936334,-73.92569165,Bronx,2023-12-07 15:24:00,Rat Activity
Initial,3,MESEROLE AVENUE,11222,40.72649493,-73.95452244,Brooklyn,2023-08-02 16:15:00,Passed
Initial,3,IRVING AVENUE,11237,40.70200894,-73.91966729,Brooklyn,2023-04-18 15:36:00,Passed
Initial,1,BETHUNE STREET,10014,40.73695852,-74.00727828,Manhattan,2023-04-24 10:23:00,Passed
