MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,RESORGANICSTONS,SCHOOLORGANICTONS,LEAVESORGANICTONS,XMASTREETONS,BOROUGH_ID
2020 / 05,Manhattan,9,2171,282.3,326.1,2,,,,1
2020 / 05,Brooklyn,3,4326.4,426.3,465.2,,,,,3
2020 / 05,Queens,10,4517.3,378.6,675.9,4,,,,4
2020 / 05,Staten Island,3,7306.6,853.2,988.1,,,,,5
2020 / 05,Manhattan,12,4845.6,499.2,582.9,2,,,,1
2020 / 05,Bronx,6,2532.2,189.9,250.6,4.9,,,,2
2020 / 05,Bronx,10,3101.6,357.9,567.3,7.3,,,,2
2020 / 05,Manhattan,2,1459.8,297.4,278.8,,,,,1
2020 / 05,Brooklyn,8,2710.3,281.2,305.7,,,,,3
2020 / 05,Queens,7,7243.8,811.1,936.3,9.5,,,,4
2020 / 05,Bronx,7,4027.1,342.8,527.2,,,,,2
2020 / 05,Bronx,4,4410.5,321.1,446,0.4,,,,2
2020 / 05,Brooklyn,14,4849.4,473.9,465.7,,,,,3
2020 / 05,Bronx,3,2190.1,176.9,247.9,,,,,2
2020 / 05,Brooklyn,2,2401.4,448,463.7,5.1,,,,3
2020 / 05,Bronx,9,4199.8,274.4,442.9,,,,,2
2020 / 05,Brooklyn,5,5159.9,293.5,493.1,,,,,3
2020 / 05,Queens,2,3165.6,425.1,486.5,5.4,,,,4
2020 / 05,Brooklyn,18,6168.7,599.6,767.5,,,,,3
2020 / 05,Brooklyn,6,2144.7,505.6,473.5,7.1,,,,3
2020 / 05,Queens,3,5416.8,398.3,607.4,,,,,4
2020 / 05,Queens,1,4382.4,609.6,766.9,,,,,4
2020 / 05,Brooklyn,17,4791.8,334.5,519,,,,,3
2020 / 05,Manhattan,8,3986.3,908.5,797.3,0.7,,,,1
2020 / 05,Bronx,12,4506.3,417,702.3,12.5,,,,2
2020 / 05,Queens,8,4044.8,449.2,481.7,3.3,,,,4
2020 / 05,Queens,11,3554.5,465.8,542.8,8.9,,,,4
2020 / 05,Manhattan,5,1017.3,212.6,169.1,,,,,1
2020 / 05,Brooklyn,4,3419.2,323.4,473.4,,,,,3
2020 / 05,Brooklyn,13,2157.3,191.6,267.3,0.8,,,,3
2020 / 05,Brooklyn,1,5289.9,744.4,587,1.9,,,,3
2020 / 06,Brooklyn,4,3813,373,501.8,,,,,3
2020 / 06,Bronx,1,2430.3,207.1,209.4,,,,,2
2020 / 06,Brooklyn,6,2357.8,544.4,488,,,,,3
2020 / 06,Queens,4,4630.9,402.8,573.4,,,,,4
2020 / 06,Bronx,11,3745.5,345.4,521.1,,,,,2
2020 / 06,Brooklyn,17,5294.7,392.5,607.7,,,,,3
2020 / 06,Queens,10,4817.9,442.3,814.7,,,,,4
2020 / 06,Bronx,8,2686.7,412.5,487.6,,,,,2
2020 / 06,Brooklyn,16,2596.3,142.4,217.4,,,,,3
2020 / 06,Queens,11,3693.3,533.5,592,,,,,4
2020 / 06,Bronx,12,4863.3,487.1,797.5,,,,,2
2020 / 06,Manhattan,9,2331.2,259.9,290.4,,,,,1
2020 / 06,Manhattan,6,2637.9,426.8,387.5,,,,,1
2020 / 06,Brooklyn,3,4770.1,491.5,534.9,,,,,3
2020 / 06,Brooklyn,18,6653.2,662.1,842.6,,,,,3
2020 / 06,Bronx,3,2354,240.5,276.5,,,,,2
2020 / 06,Manhattan,8,4320.8,902.5,741.6,,,,,1
2020 / 06,Staten Island,3,7161.8,857.2,980.5,,,,,5
2020 / 06,Manhattan,1,1207.8,286,224.9,,,,,1
2020 / 06,Staten Island,2,5191.9,613.6,830.1,,,,,5
2020 / 06,Brooklyn,15,4932.7,598.7,627.6,,,,,3
2020 / 06,Manhattan,3,3002.9,300.2,324.8,,,,,1
2020 / 06,Brooklyn,7,3695.2,482.4,508.1,,,,,3
2020 / 06,Queens,3,6035.7,452.7,672.7,,,,,4
2020 / 06,Queens,1,4641.7,724.4,830.2,,,,,4
2020 / 06,Queens,9,4845.7,530.7,779,,,,,4
2020 / 06,Queens,7,7718.7,870.3,1027.2,,,,,4
2020 / 06,Bronx,5,4088.9,350.4,468.3,,,,,2
2020 / 06,Bronx,4,4684.4,433.8,535.5,,,,,2
2020 / 06,Brooklyn,13,2383.7,215.9,287.5,,,,,3
2020 / 06,Queens,8,4411.6,512.3,532.7,,,,,4
2020 / 06,Bronx,6,2728.9,243.8,292.8,,,,,2
2020 / 06,Manhattan,4,2298.1,409.7,381.8,,,,,1
2020 / 06,Manhattan,2,1696.7,366.2,320.2,,,,,1
2020 / 06,Brooklyn,2,2608.2,489.3,478,,,,,3
2020 / 06,Manhattan,5,1147.4,231,181.8,,,,,1
2020 / 06,Brooklyn,10,3877.5,549,595.6,,,,,3
2020 / 06,Bronx,7,4286.6,427.7,607.1,,,,,2
2020 / 06,Queens,5,5693.4,678.2,1089.5,,,,,4
2020 / 06,Bronx,2,1789.9,145.1,177.1,,,,,2
2020 / 06,Manhattan,11,2354,236.4,217.2,,,,,1
2020 / 06,Bronx,9,4423.5,326,497.1,,,,,2
2020 / 06,Brooklyn,14,5303.7,559.8,543.8,,,,,3
2020 / 06,Brooklyn,8,2995,379.8,391.6,,,,,3
2020 / 06,Brooklyn,9,3240.9,315.8,292.2,,,,,3
2020 / 06,Manhattan,12,5361.5,533.9,585.8,,,,,1
2020 / 06,Brooklyn,12,6530.9,792,442.9,,,,,3
2020 / 06,Queens,2,3485.3,478.1,500,,,,,4
2020 / 06,Bronx,10,3135.3,341.9,580.2,,,,,2
2020 / 06,Manhattan,7,4286,913.8,774.1,,,,,1
2020 / 06,Manhattan,10,2885.8,306.7,302.7,,,,,1
2020 / 06,Queens,6,3183.6,445.1,449.1,,,,,4
2020 / 06,Brooklyn,5,5753.7,376.3,590.9,,,,,3
2020 / 06,Queens,14,3903.7,307.8,382.9,,,,,4
2020 / 06,Queens,12,8585.7,604,1246.4,,,,,4
2020 / 06,Queens,13,7129.4,530.1,1228.2,,,,,4
2020 / 06,Brooklyn,11,5760.6,655.5,733.3,,,,,3
2020 / 06,Staten Island,1,6633.5,709.1,1124.1,,,,,5
2020 / 06,Brooklyn,1,5831.8,730.3,612.6,,,,,3
2020 / 07,Brooklyn,18,6732.9,679.8,857.7,,,,,3
2020 / 07,Brooklyn,15,4937.5,599.2,598.6,,,,,3
2020 / 07,Brooklyn,10,3906.2,532.2,555,,,,,3
2020 / 07,Queens,9,4904.7,517,770.5,,,,,4
2020 / 07,Bronx,5,4120.4,331.8,435.4,,,,,2
2020 / 07,Manhattan,3,3056.7,380.5,394.2,,,,,1
2020 / 07,Staten Island,3,6772.4,900.7,960.4,,,,,5
2020 / 07,Manhattan,6,2670.1,528.7,456.1,,,,,1
2020 / 07,Manhattan,10,3011.6,326.4,325.3,,,,,1
2020 / 07,Queens,1,4669.5,696.7,764.7,,,,,4
2020 / 07,Queens,6,3249.2,465.8,459,,,,,4
2020 / 07,Brooklyn,1,5147.7,755.8,663.2,,,,,3
2020 / 07,Queens,10,4804.9,428.4,773.2,,,,,4
2020 / 07,Brooklyn,11,5762.9,655.5,710.2,,,,,3
2020 / 07,Manhattan,4,2449.5,494.5,446.4,,,,,1
2020 / 07,Manhattan,1,1175.9,327.2,251.1,,,,,1
2020 / 07,Queens,12,8575.7,628.8,1250.5,,,,,4
2020 / 07,Manhattan,11,2457.2,252.1,230.8,,,,,1
2020 / 07,Brooklyn,2,2663.6,502.2,478.1,,,,,3
2020 / 07,Bronx,8,2663.6,377.2,443.8,,,,,2
2020 / 07,Bronx,1,2411,166.2,182.3,,,,,2
2020 / 07,Queens,3,6005.3,487.1,712.3,,,,,4
2020 / 07,Queens,5,5568.4,648.2,1045.9,,,,,4
2020 / 07,Brooklyn,4,3889.5,378.8,498.5,,,,,3
2020 / 07,Staten Island,1,6389.2,704,986.8,,,,,5
2020 / 07,Manhattan,8,4280.1,963.4,746.5,,,,,1
2020 / 07,Staten Island,2,4921.8,602.7,789.1,,,,,5
2020 / 07,Queens,14,3850.1,319.2,399.6,,,,,4
2020 / 07,Bronx,4,4772.9,369.4,457.8,,,,,2
2020 / 07,Bronx,11,3683.3,314.9,514.5,,,,,2
2020 / 07,Bronx,2,1810.6,168.9,218.6,,,,,2
2020 / 07,Manhattan,5,1275.6,248.5,183.8,,,,,1
2020 / 07,Brooklyn,17,5472.3,404.8,605,,,,,3
2020 / 07,Bronx,3,2392.1,208.8,278.8,,,,,2
2020 / 07,Manhattan,7,4295.8,927.1,758.3,,,,,1
2020 / 07,Bronx,9,4461.4,322.7,496.6,,,,,2
2020 / 07,Manhattan,12,5527.1,591.1,648.2,,,,,1
2020 / 07,Queens,2,3550.5,487.1,495,,,,,4
2020 / 07,Brooklyn,14,5241.4,492.8,497.1,,,,,3
2020 / 07,Brooklyn,9,3274.8,360.1,325.4,,,,,3
2020 / 07,Queens,13,6957.2,552.2,1164.7,,,,,4
2020 / 07,Brooklyn,8,3096.7,352.7,367.8,,,,,3
2020 / 07,Bronx,6,2698.3,243.6,280.7,,,,,2
2020 / 07,Bronx,10,3095.1,343.1,563.3,,,,,2
2020 / 07,Queens,4,4762.7,440.3,605.2,,,,,4
2020 / 07,Brooklyn,5,5906.2,391.1,614.3,,,,,3
2020 / 07,Queens,11,3519.5,491.3,544,,,,,4
2020 / 07,Manhattan,2,1765.4,363.4,301.4,,,,,1
2020 / 07,Brooklyn,16,2769.8,162.4,246.7,,,,,3
2020 / 07,Brooklyn,7,3886.4,456.8,490.4,,,,,3
2020 / 07,Brooklyn,12,5702.8,670.7,412.2,,,,,3
2020 / 07,Brooklyn,3,4746.2,492.5,525.9,,,,,3
2020 / 07,Bronx,7,4304.2,435.2,626.2,,,,,2
2020 / 07,Bronx,12,4959.5,500.1,765.4,,,,,2
2020 / 07,Queens,7,7653,890.4,946.8,,,,,4
2020 / 07,Brooklyn,6,2322.7,547.8,470.5,,,,,3
2020 / 07,Queens,8,4309.3,512,516.9,,,,,4
2020 / 07,Manhattan,9,2477.5,302.9,343.4,,,,,1
2020 / 07,Brooklyn,13,2463.8,223.3,289.7,,,,,3
2020 / 08,Brooklyn,14,5137.8,474.8,506.7,,,,,3
2020 / 08,Brooklyn,7,3722.6,424.6,457.7,,,,,3
2020 / 08,Manhattan,3,3037.6,345.7,332.7,,,,,1
2020 / 08,Staten Island,2,5021.5,533.7,710.5,,,,,5
2020 / 08,Brooklyn,10,3815.1,484.6,515.6,,,,,3
2020 / 08,Manhattan,8,4348.4,866.6,722.1,,,,,1
2020 / 08,Queens,6,3180.1,421.7,424.6,,,,,4
2020 / 08,Bronx,11,3655.9,281.5,468,,,,,2
2020 / 08,Brooklyn,1,5249.8,745.7,588.6,,,,,3
2020 / 08,Brooklyn,12,5601.7,606.4,389.4,,,,,3
2020 / 08,Brooklyn,11,5515.4,608.3,648.2,,,,,3
2020 / 08,Brooklyn,4,3802.3,355.7,488,,,,,3
2020 / 08,Queens,3,5808.5,427.5,635.4,,,,,4
2020 / 08,Queens,5,5638.6,602.9,860.4,,,,,4
2020 / 08,Queens,14,3911.9,285.1,362.1,,,,,4
2020 / 08,Bronx,1,2430.6,164.8,182.7,,,,,2
2020 / 08,Queens,13,6938.3,540.5,1016.6,,,,,4
2020 / 08,Brooklyn,3,4692.3,427.8,477.2,,,,,3
2020 / 08,Bronx,8,2639.6,351.9,419.7,,,,,2
2020 / 08,Bronx,6,2568.2,200.5,256.9,,,,,2
2020 / 08,Brooklyn,2,2676.6,484.3,445.4,,,,,3
2020 / 08,Brooklyn,13,2415.9,182.5,248,,,,,3
2020 / 08,Queens,7,7807.7,816.3,905.8,,,,,4
2020 / 08,Queens,11,3671.5,472,516.1,,,,,4
2020 / 08,Brooklyn,5,5716.1,322.6,533.6,,,,,3
2020 / 08,Manhattan,7,4379,890.3,729.1,,,,,1
2020 / 08,Queens,1,4637.2,670.6,734.5,,,,,4
2020 / 08,Queens,10,4811.8,382.5,671,,,,,4
2020 / 08,Queens,9,4861.2,449,749.1,,,,,4
2020 / 08,Bronx,5,3915.2,304.2,441.9,,,,,2
2020 / 08,Brooklyn,15,4835.8,541.1,555.2,,,,,3
2020 / 08,Brooklyn,9,3204.9,307.6,283.4,,,,,3
2020 / 08,Queens,8,4377.6,478.7,479.9,,,,,4
2020 / 08,Queens,2,3560.9,439.2,456.5,,,,,4
2020 / 08,Bronx,9,4411.1,300.9,497.7,,,,,2
2020 / 08,Manhattan,11,2407.5,221.2,218.3,,,,,1
2020 / 08,Bronx,7,4052.6,389.3,600.6,,,,,2
2020 / 08,Queens,12,8452.2,558.4,1085,,,,,4
2020 / 08,Brooklyn,18,6639.9,588.2,776.9,,,,,3
2020 / 08,Manhattan,9,2460.9,280.4,308.9,,,,,1
2020 / 08,Manhattan,10,2965.8,269.5,271.4,,,,,1
2020 / 08,Staten Island,3,6861.7,747.8,830.3,,,,,5
2020 / 08,Bronx,10,3068,320.5,531.8,,,,,2
2020 / 08,Bronx,12,4787.3,433.3,713.8,,,,,2
2020 / 08,Queens,4,4636.3,376.4,577.7,,,,,4
2020 / 08,Manhattan,4,2382.1,430,391.8,,,,,1
2020 / 08,Bronx,2,1767.8,128,168.6,,,,,2
2020 / 08,Manhattan,12,5377,490.3,556.5,,,,,1
2020 / 08,Bronx,4,4577.6,336.1,461.9,,,,,2
2020 / 08,Brooklyn,6,2269.6,503.5,428.5,,,,,3
2020 / 08,Manhattan,6,2707.7,444.7,390.6,,,,,1
2020 / 08,Manhattan,5,1256.4,227.3,163.6,,,,,1
2020 / 08,Brooklyn,16,2681,131.4,209.8,,,,,3
2020 / 08,Brooklyn,8,3045.1,332.7,353.8,,,,,3
2020 / 08,Manhattan,2,1816.1,349.4,293.8,,,,,1
2020 / 08,Staten Island,1,6392.4,595.3,908.6,,,,,5
2020 / 08,Brooklyn,17,5342.7,361.1,554.3,,,,,3
2020 / 08,Manhattan,1,1209.4,300.9,219.1,,,,,1
2020 / 08,Bronx,3,2326.3,166,246.3,,,,,2
2020 / 09,Bronx,11,3443.4,281.5,447.6,,,,,2
2020 / 09,Queens,13,6561.8,520,985.4,,,,,4
2020 / 09,Brooklyn,13,2349.3,204.3,261.1,,,,,3
2020 / 09,Queens,2,3434.5,475.1,465.3,,,,,4
2020 / 09,Queens,1,4416.9,675.1,723.6,,,,,4
2020 / 09,Queens,5,5552.1,647.6,867.9,,,,,4
2020 / 09,Bronx,10,2995.5,310.4,496.1,,,,,2
2020 / 09,Brooklyn,14,5222.1,491,497.3,,,,,3
2020 / 09,Queens,8,4266.4,489.9,468.4,,,,,4
2020 / 09,Bronx,2,1693.1,128.6,165.3,,,,,2
2020 / 09,Manhattan,6,2793.8,515.8,391.2,,,,,1
2020 / 09,Staten Island,2,4765.5,549.2,724.6,,,,,5
2020 / 09,Bronx,12,4504,434.2,684.9,,,,,2
2020 / 09,Queens,9,4600.2,428,748.1,,,,,4
2020 / 09,Brooklyn,8,2974.2,382.4,367,,,,,3
2020 / 09,Bronx,6,2477.3,272.6,300.4,,,,,2
2020 / 09,Brooklyn,3,4779.5,528.6,512.8,,,,,3
2020 / 09,Brooklyn,5,5488.9,334.7,546.5,,,,,3
2020 / 09,Manhattan,11,2350.7,262.2,226,,,,,1
2020 / 09,Brooklyn,2,2752.9,556.9,455.2,,,,,3
2020 / 09,Manhattan,1,1329.3,356.9,224.4,,,,,1
2020 / 09,Manhattan,10,2911.7,308.4,306.7,,,,,1
2020 / 09,Brooklyn,1,6165,837.2,597.4,,,,,3
2020 / 09,Brooklyn,17,4968.1,353.6,545.3,,,,,3
2020 / 09,Brooklyn,18,6346.2,607,737,,,,,3
2020 / 09,Brooklyn,10,3693.2,528.5,522.8,,,,,3
2020 / 09,Bronx,5,3768.6,307.9,441.2,,,,,2
2020 / 09,Manhattan,7,4562.1,1007.1,731.3,,,,,1
2020 / 09,Manhattan,12,5283.8,545.6,588.1,,,,,1
2020 / 09,Brooklyn,7,3650.2,453.2,450.6,,,,,3
2020 / 09,Queens,12,7848.3,550.9,1039.3,,,,,4
2020 / 09,Bronx,1,2354.1,184,190.4,,,,,2
2020 / 09,Manhattan,2,1911.4,452.7,325.3,,,,,1
2020 / 09,Manhattan,4,2400.6,471.3,383.2,,,,,1
2020 / 09,Brooklyn,9,3246.4,341.9,301.6,,,,,3
2020 / 09,Staten Island,1,6081.8,612.6,892.7,,,,,5
2020 / 09,Bronx,9,4236,289.9,465.1,,,,,2
2020 / 09,Queens,10,4531.6,392.5,611.9,,,,,4
2020 / 09,Brooklyn,4,3728.1,356.8,457.1,,,,,3
2020 / 09,Queens,11,3511.2,495.6,520.5,,,,,4
2020 / 09,Manhattan,3,3016.1,392.8,339.8,,,,,1
2020 / 09,Queens,6,3133.3,436.8,419.6,,,,,4
2020 / 09,Queens,3,5584.6,433.2,625.9,,,,,4
2020 / 09,Brooklyn,11,5520.2,639.9,617.5,,,,,3
2020 / 09,Queens,7,7466.3,809,876.2,,,,,4
2020 / 09,Brooklyn,6,2367.9,585.7,448.8,,,,,3
2020 / 09,Manhattan,8,4808.4,1075.1,751.7,,,,,1
2020 / 09,Staten Island,3,6615.1,788.9,818.6,,,,,5
2020 / 09,Queens,14,3713.5,278.8,341.9,,,,,4
2020 / 09,Queens,4,4453.7,377.3,592.7,,,,,4
2020 / 09,Bronx,3,2252.3,247.9,315,,,,,2
2020 / 09,Bronx,7,3946.7,412.8,618.8,,,,,2
2020 / 09,Brooklyn,15,5053.9,587,554.5,,,,,3
2020 / 09,Manhattan,5,1269.8,300.8,201.5,,,,,1
2020 / 09,Manhattan,9,2340.7,299.7,285.1,,,,,1
2020 / 09,Brooklyn,16,2575.8,125,217.5,,,,,3
2020 / 09,Brooklyn,12,6959.8,832.1,403.1,,,,,3
2020 / 09,Bronx,8,2610.6,384,440.9,,,,,2
2020 / 09,Bronx,4,4395.7,337.2,435.2,,,,,2
2020 / 10,Manhattan,6,2851.2,621.8,482.4,,,,,1
2020 / 10,Manhattan,3,2911,413.2,359.6,,,,,1
2020 / 10,Bronx,2,1736.9,157.1,199.5,,,,,2
2020 / 10,Queens,5,5371.9,689.8,856.5,,,,,4
2020 / 10,Queens,4,4289.6,386.8,653.2,,,,,4
2020 / 10,Bronx,12,4405.8,444.6,648.6,,,,,2
2020 / 10,Brooklyn,7,3555,456.1,450.2,,,,,3
2020 / 10,Queens,11,3416.8,485.9,496,,,,,4
2020 / 10,Manhattan,9,2300.3,318,315.6,,,,,1
2020 / 10,Manhattan,5,1269.2,298.9,186.5,,,,,1
2020 / 10,Queens,12,7619.4,583.4,1016.4,,,,,4
2020 / 10,Bronx,4,4402.9,323.7,411.7,,,,,2
2020 / 10,Manhattan,8,5017.6,1195.9,863.2,,,,,1
2020 / 10,Staten Island,1,6093.6,646.1,884.2,,,,,5
2020 / 10,Bronx,9,4119.7,296.4,446.5,,,,,2
2020 / 10,Manhattan,4,2418.5,563,453.2,,,,,1
2020 / 10,Brooklyn,11,5465.9,666.2,627.4,,,,,3
2020 / 10,Bronx,7,3923,393.4,623.1,,,,,2
2020 / 10,Staten Island,2,4691.7,577.1,666.6,,,,,5
2020 / 10,Staten Island,3,6406.3,840.8,828.1,,,,,5
2020 / 10,Brooklyn,3,4542,486.7,473.9,,,,,3
2020 / 10,Queens,14,3438.8,305.6,344.3,,,,,4
2020 / 10,Brooklyn,2,2745,566.2,464.3,,,,,3
2020 / 10,Brooklyn,1,6226.8,879.7,645.7,,,,,3
2020 / 10,Manhattan,2,2010.9,455.1,322.5,,,,,1
2020 / 10,Manhattan,1,1341.7,434.7,289.9,,,,,1
2020 / 10,Brooklyn,17,4840.6,372.6,508.4,,,,,3
2020 / 10,Queens,7,7239.3,862.8,895,,,,,4
2020 / 10,Brooklyn,6,2368.5,642,493,,,,,3
2020 / 10,Manhattan,11,2310.5,221.9,196.3,,,,,1
2020 / 10,Queens,6,3015.4,455.6,436.2,,,,,4
2020 / 10,Brooklyn,8,2897.2,363.2,335,,,,,3
2020 / 10,Bronx,6,2473.6,193.8,230.5,,,,,2
2020 / 10,Queens,3,5410.9,446.4,631.2,,,,,4
2020 / 10,Bronx,11,3477.6,304.2,449.8,,,,,2
2020 / 10,Brooklyn,12,7031.3,783.2,446.2,,,,,3
2020 / 10,Brooklyn,13,2302.1,205.8,255.6,,,,,3
2020 / 10,Manhattan,7,4625,1123.8,825.4,,,,,1
2020 / 10,Brooklyn,14,5203.5,533.9,505.8,,,,,3
2020 / 10,Queens,9,4502.7,426.2,711.4,,,,,4
2020 / 10,Manhattan,10,2833.9,301.2,293.6,,,,,1
2020 / 10,Bronx,1,2307.4,167.6,170,,,,,2
2020 / 10,Bronx,3,2207.6,162.1,222.2,,,,,2
2020 / 10,Queens,1,4278.6,689.5,708,,,,,4
2020 / 10,Queens,10,4411.8,405.1,603.2,,,,,4
2020 / 10,Brooklyn,18,6102.5,635,732.8,,,,,3
2020 / 10,Brooklyn,16,2461.2,131.5,234.5,,,,,3
2020 / 10,Bronx,8,2557.6,370.7,411.1,,,,,2
2020 / 10,Queens,2,3341.8,468.4,452.9,,,,,4
2020 / 10,Bronx,10,2959.5,349.8,489.3,,,,,2
2020 / 10,Brooklyn,10,3702.3,543,529.8,,,,,3
2020 / 10,Brooklyn,5,5295.8,301.4,503.6,,,,,3
2020 / 10,Bronx,5,3773,288.3,412.8,,,,,2
2020 / 10,Brooklyn,15,5126.4,626.8,578.7,,,,,3
2020 / 10,Manhattan,12,5136.1,546,577.3,,,,,1
2020 / 10,Queens,8,4121.9,503.7,478.2,,,,,4
2020 / 10,Queens,13,6140.8,550.9,950.2,,,,,4
2020 / 10,Brooklyn,4,3562.6,371.2,460,,,,,3
2020 / 10,Brooklyn,9,3272.6,362.4,316.8,,,,,3
2020 / 11,Bronx,12,4292.3,385.7,571.6,,,,,2
2020 / 11,Brooklyn,12,6513.2,655.3,359.1,,,,,3
2020 / 11,Queens,7,7212,760.5,760.6,,,,,4
2020 / 11,Brooklyn,2,2638.5,500.7,422.8,,,,,3
2020 / 11,Queens,1,4221.7,641.8,657,,,,,4
2020 / 11,Manhattan,6,2567.4,456.3,356,,,,,1
2020 / 11,Manhattan,12,4980.6,432.5,474.8,,,,,1
2020 / 11,Queens,4,4148.6,335.9,546.4,,,,,4
2020 / 11,Queens,7A,,,,,,4.5,,
2020 / 11,Manhattan,11,2195.4,209.5,189.4,,,,,1
2020 / 11,Manhattan,7,4425.6,953.8,728.4,,,,,1
2020 / 11,Brooklyn,16,2382.1,112,185.7,,,,,3
2020 / 11,Brooklyn,10,3767.8,486.7,471,,,,,3
2020 / 11,Brooklyn,15,4946.5,554.5,512.7,,,,,3
2020 / 11,Queens,2,3195.6,428.7,422.5,,,,,4
2020 / 11,Bronx,10,2911.9,293.7,402.2,,,,,2
2020 / 11,Brooklyn,1,5682.1,691,518.5,,,,,3
2020 / 11,Bronx,5,3625.7,266.2,378.8,,,,,2
2020 / 11,Manhattan,8,4605.8,1013.6,729.1,,,,,1
2020 / 11,Manhattan,5,1152.3,236.1,164.1,,,,,1
2020 / 11,Bronx,1,2244.8,166.2,157.7,,,,,2
2020 / 11,Brooklyn,6,2383.8,549.9,440.8,,,,,3
2020 / 11,Manhattan,4,2242.7,409.9,350.3,,,,,1
2020 / 11,Staten Island,3,6941.5,749.6,685.3,,,,,5
2020 / 11,Bronx,11,3441.7,265.8,385.6,,,,,2
2020 / 11,Staten Island,1,6384.4,605.5,693,,,,,5
2020 / 11,Bronx,2,1614.8,99.9,126.3,,,5,,2
2020 / 11,Queens,12,7505.6,497.2,859.5,,,,,4
2020 / 11,Brooklyn,14,5135.9,495.4,447.5,,,,,3
2020 / 11,Bronx,4,4266.4,299.1,394.9,,,,,2
2020 / 11,Queens,6,2981.1,388.3,382.1,,,,,4
2020 / 11,Bronx,8,2578.3,339.3,382.4,,,,,2
2020 / 11,Manhattan,1,1207.1,325.3,224.3,,,,,1
2020 / 11,Staten Island,2,4976.6,530.5,530.5,,,1,,5
2020 / 11,Queens,10,4307.4,357.2,563.3,,,,,4
2020 / 11,Bronx,3,2187.7,160.8,208.6,,,,,2
2020 / 11,Brooklyn,17,4805,336.9,462.6,,,,,3
2020 / 11,Queens,9,4449.3,400.2,616.7,,,,,4
2020 / 11,Queens,8,4010.8,430.4,405.3,,,,,4
2020 / 11,Queens,11,3628.3,445.6,443.3,,,,,4
2020 / 11,Manhattan,10,2730.2,254.6,238.6,,,7.5,,1
2020 / 11,Manhattan,9,2168.6,240.3,245.4,,,,,1
2020 / 11,Brooklyn,5,5117.3,285.9,452.8,,,,,3
2020 / 11,Brooklyn,4,3424.2,325.1,412.1,,,,,3
2020 / 11,Bronx,7,3863.3,328,504.2,,,,,2
2020 / 11,Queens,5,5513,605.1,736.4,,,,,4
2020 / 11,Brooklyn,18,6116.7,562.4,609.5,,,,,3
2020 / 11,Brooklyn,7,3469.4,418.1,403.5,,,,,3
2020 / 11,Brooklyn,13,2136.5,186.6,222.9,,,,,3
2020 / 11,Brooklyn,11,5301.1,568.4,547.4,,,7.4,,3
2020 / 11,Queens,14,3268.5,250.5,279.1,,,,,4
2020 / 11,Queens,13,6203.2,466.8,834.6,,,,,4
2020 / 11,Manhattan,3,2718.3,318.1,289.2,,,,,1
2020 / 11,Bronx,6,2438.6,170.8,208.8,,,,,2
2020 / 11,Bronx,9,3985.2,243.5,374,,,,,2
2020 / 11,Brooklyn,8,2839.1,346.6,329.2,,,11.6,,3
2020 / 11,Brooklyn,9,3132.5,299.3,252.8,,,,,3
2020 / 11,Brooklyn,3,4488.1,438,435.7,,,,,3
2020 / 11,Manhattan,2,1920,420,309,,,,,1
2020 / 11,Queens,3,5239,373.5,542.2,,,,,4
2020 / 12,Queens,5,5191.7,794.5,918.7,,,,,4
2020 / 12,Bronx,12,4174,488.3,684.6,,,,,2
2020 / 12,Queens,7,6902.1,949.7,896.9,,,,,4
2020 / 12,Manhattan,11,2322.7,276.6,235.9,,,,,1
2020 / 12,Manhattan,10,2843.8,368.7,322.5,,,13.5,,1
2020 / 12,Manhattan,1,1252.2,401.5,268.2,,,,,1
2020 / 12,Manhattan,7,4467.1,1168.4,844,,,,,1
2020 / 12,Queens,6,2966.4,523.1,467.1,,,,,4
2020 / 12,Bronx,10,2779.9,403.7,474.4,,,,,2
2020 / 12,Brooklyn,3,4404.9,561.3,503.1,,,,,3
2020 / 12,Brooklyn,13,2218.2,217.5,240.5,,,,,3
2020 / 12,Brooklyn,15,4869,685.1,602.6,,,,,3
2020 / 12,Queens,14,3341.4,322.1,329,,,,,4
2020 / 12,Manhattan,8,4829.9,1259,871.1,,,,,1
2020 / 12,Manhattan,3,2773.5,389.9,354.4,,,,,1
2020 / 12,Bronx,3,2281.5,225.5,259.8,,,,,2
2020 / 12,Brooklyn,16,2449,162.5,222,,,,,3
2020 / 12,Queens,7A,,,,,,7.5,,
2020 / 12,Bronx,9,3935.6,315.2,458.2,,,,,2
2020 / 12,Brooklyn,10,3688.1,617.9,578.3,,,,,3
2020 / 12,Manhattan,4,2305.2,536.6,424.1,,,,,1
2020 / 12,Bronx,2,1723.3,163,188.1,,,4.5,,2
2020 / 12,Bronx,5,3740.1,311.9,398.7,,,,,2
2020 / 12,Manhattan,2,1813.5,481.6,346.3,,,,,1
2020 / 12,Staten Island,2,4435.9,733.9,653.6,,,3.4,,5
2020 / 12,Manhattan,9,2245.3,280,280,,,,,1
2020 / 12,Brooklyn,1,5989.1,925.8,661.6,,,,,3
2020 / 12,Brooklyn,18,5894.8,756.5,756.6,,,,,3
2020 / 12,Brooklyn,8,2851.4,432.3,380.6,,,2.2,,3
2020 / 12,Queens,11,3152.1,570.2,529.2,,,,,4
